gene,cell_type,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Efemp1,Oligo,1.045563873598163e-6,0.25162142853293434,0.056,0.006,0.02195684134556142
Stxbp3a,Oligo,1.067046419043061e-6,0.44134092399456093,0.528,0.5,0.022407974799904282
Klc1,Oligo,1.200800210028544e-6,-0.25126882788143845,0.217,0.361,0.025216804410599425
Serpinb6a,Oligo,1.2306220278334369e-6,0.5089761286219533,0.315,0.225,0.025843062584502176
Tprkb,Oligo,1.3721468912079319e-6,0.5559740118363208,0.338,0.264,0.02881508471536657
Hspa2,Oligo,1.5827946615976867e-6,-0.2999355031288736,0.206,0.33,0.03323868789355142
Cd151,Oligo,1.6037431213565168e-6,0.33557059929808314,0.107,0.037,0.033678605548486854
Nxt2,Oligo,1.6758483466880471e-6,0.4882916378064386,0.194,0.109,0.03519281528044899
St13,Oligo,1.7762688863400042e-6,0.33772063471419544,0.614,0.596,0.03730164661314009
Plagl1,Oligo,1.8124347161411703e-6,0.2668383611985043,0.075,0.017,0.038061129038964574
Laptm4b,Oligo,1.8491967959759053e-6,0.45085862672881705,0.432,0.369,0.03883313271549401
Nmral1,Oligo,1.8513132463781406e-6,0.35172567941561694,0.659,0.674,0.038877578173940955
Tmem50a,Oligo,1.859131281919599e-6,0.28390051113569603,0.808,0.854,0.03904175692031158
Uchl1,Oligo,2.009850528248597e-6,-0.33048534597930734,0.275,0.414,0.04220686109322054
1810020D17Rik,Oligo,2.0499282146007633e-6,-0.2698806862235048,0.533,0.728,0.04304849250661603
Papss1,Oligo,2.1808762141795685e-6,0.3680539674516201,0.633,0.642,0.04579840049777094
Eef2,Oligo,2.5518615648218557e-6,0.3053831776762057,0.841,0.861,0.05358909286125897
Ablim2,Oligo,2.5914148273127614e-6,-0.3183925129129328,0.286,0.427,0.05441971137356799
Cbs,Oligo,2.612049535905275e-6,0.2739842294514434,0.064,0.011,0.05485304025401077
Kif13b,Oligo,2.6863219815329472e-6,0.4259569281199681,0.165,0.084,0.05641276161219189
Fgf1,Oligo,3.038660579153969e-6,0.393791735397447,0.152,0.073,0.06381187216223334
Cirbp,Oligo,3.273121390013771e-6,0.358603964339133,0.666,0.689,0.0687355491902892
Stip1,Oligo,3.6122892909771516e-6,0.4095431299785174,0.404,0.339,0.07585807511052019
Psmc2,Oligo,3.7194292897103165e-6,0.38942507116340974,0.566,0.556,0.07810801508391664
Snx15,Oligo,3.97960707646227e-6,-0.2626020879747344,0.605,0.772,0.08357174860570767
Serinc5,Oligo,4.064614658688203e-6,-0.28878008577316727,0.281,0.431,0.08535690783245226
Rab7,Oligo,4.271101700697881e-6,0.3041465727765269,0.767,0.768,0.0896931357146555
Pqlc2,Oligo,4.4990090830940025e-6,0.3465794510587874,0.132,0.058,0.09447919074497406
Aig1,Oligo,4.5220053033258785e-6,0.4279221616437019,0.486,0.446,0.09496211136984345
4930506C21Rik,Oligo,4.602188624013152e-6,0.42951873261516826,0.192,0.109,0.09664596110427619
Pdgfa,Oligo,4.8966866780351224e-6,-0.26132794337082077,0.271,0.414,0.10283042023873758
Skap2,Oligo,5.015735503945363e-6,0.29928937515289755,0.123,0.051,0.10533044558285262
Kif21a,Oligo,5.26164069059954e-6,0.4920165482755927,0.338,0.27,0.11049445450259034
Smu1,Oligo,5.46053490753463e-6,0.4470888477346713,0.358,0.287,0.11467123305822724
Gnb2l1,Oligo,5.535915689098287e-6,0.3769552560775846,0.563,0.551,0.11625422947106402
Aco2,Oligo,5.833814801450919e-6,-0.2534993481939416,0.459,0.639,0.1225101108304693
Idh3g,Oligo,6.547160631746846e-6,0.4307792900078887,0.362,0.287,0.13749037326668376
Ccdc88a,Oligo,7.739226642832802e-6,0.41852621853414207,0.4,0.343,0.16252375949948886
Itm2c,Oligo,8.247545103125245e-6,0.2786016285495585,0.605,0.588,0.17319844716563015
Uqcrc2,Oligo,8.830662511986103e-6,0.3576876648685787,0.586,0.562,0.18544391275170816
Paqr7,Oligo,9.257262524066121e-6,0.3272504183643139,0.129,0.058,0.19440251300538855
Ran,Oligo,9.833037216657077e-6,0.3570117979801335,0.623,0.633,0.20649378154979864
Rab5c,Oligo,1.0040987636085653e-5,0.37820476540602277,0.529,0.511,0.21086074035779873
Daam2,Oligo,1.1285826830922048e-5,0.4417964926905361,0.316,0.24,0.237002363449363
Polr3e,Oligo,1.1295379235917559e-5,-0.25759966134660384,0.483,0.667,0.23720296395426874
Rnf5,Oligo,1.616398736162064e-5,0.3405873637681962,0.574,0.552,0.33944373459403343
Dock1,Oligo,1.6266007174631657e-5,0.3138189972065026,0.143,0.071,0.3415861506672648
Nhp2l1,Oligo,1.6459124968504118e-5,0.32164910365123034,0.674,0.708,0.3456416243385865
Dnajc15,Oligo,1.7441334111625503e-5,0.4375573040223577,0.26,0.184,0.3662680163441356
Prdx3,Oligo,1.8045167309528263e-5,0.4469162396579025,0.357,0.29,0.3789485135000935
Ddx24,Oligo,1.887931167074271e-5,0.31766340236845103,0.573,0.551,0.39646554508559695
Dock9,Oligo,1.8951401269398445e-5,0.4511990744278068,0.199,0.127,0.39797942665736735
Clic4,Oligo,1.9038462362614852e-5,-0.26485501735857864,0.526,0.704,0.3998077096149119
Rtn2,Oligo,1.9674405748142396e-5,0.3275114823379206,0.138,0.067,0.4131625207109903
Psmb7,Oligo,2.0623082747640644e-5,0.2977258287964375,0.647,0.691,0.4330847377004535
Eif4a3,Oligo,2.1229081393560172e-5,0.41471283843414974,0.404,0.348,0.4458107092647636
Ywhah,Oligo,2.159340184241473e-5,-0.2542037123277878,0.279,0.419,0.4534614386907093
Fancc,Oligo,2.3825410410031785e-5,0.4136384638574818,0.21,0.135,0.5003336186106675
Slc1a2,Oligo,2.3863165489034143e-5,0.43777826674625697,0.32,0.238,0.501126475269717
Wbp2,Oligo,2.3867241426099632e-5,0.27783282509384666,0.703,0.742,0.5012120699480923
Per3,Oligo,2.395353391327028e-5,0.29830987219549104,0.136,0.066,0.5030242121786759
2410015M20Rik,Oligo,2.4373065314522198e-5,0.3117821145666413,0.648,0.661,0.5118343716049661
Dctn2,Oligo,2.5027444475175994e-5,0.3488578756294469,0.638,0.652,0.5255763339786959
Supt4h1,Oligo,2.5672303372360193e-5,0.3687958810826426,0.564,0.566,0.539118370819564
Epn2,Oligo,2.5873427193938597e-5,0.3931573054738058,0.471,0.421,0.5433419710727105
Swi5,Oligo,2.738459389798159e-5,0.30206155451783134,0.744,0.785,0.5750764718576133
Pa2g4,Oligo,2.8058602220303944e-5,0.3876668646347915,0.413,0.36,0.5892306466263828
Tmed1,Oligo,2.8338412825450018e-5,0.3760378836488704,0.198,0.124,0.5951066693344503
Sbds,Oligo,2.862122855036047e-5,0.33859712475184267,0.632,0.65,0.6010457995575699
Dctn4,Oligo,2.965304464121039e-5,-0.2544112692670628,0.389,0.545,0.6227139374654183
Snca,Oligo,3.264799930559459e-5,0.3682818355177153,0.434,0.382,0.6856079854174864
Ndufb4,Oligo,3.433313202995435e-5,0.32471928121571536,0.688,0.727,0.7209957726290414
Eif3c,Oligo,3.530438785355857e-5,0.38198980134353455,0.532,0.5,0.7413921449247299
Hdgfrp2,Oligo,3.655530623960972e-5,0.4467081437166113,0.289,0.221,0.7676614310318041
Hsp90b1,Oligo,3.765401864319144e-5,0.3060728061231366,0.716,0.73,0.7907343915070202
Rnh1,Oligo,3.829395136222167e-5,0.4338791966132619,0.286,0.215,0.804172978606655
Tst,Oligo,3.8431196549954655e-5,0.4108707266992132,0.271,0.195,0.8070551275490477
Bhlhe41,Oligo,3.981620506369198e-5,0.4325408315425336,0.179,0.105,0.8361403063375316
Cfdp1,Oligo,4.1412296581666773e-5,0.3978999397495335,0.491,0.47,0.8696582282150023
Rbbp7,Oligo,4.669681612695421e-5,0.45229291727648524,0.256,0.189,0.9806331386660385
Anapc11,Oligo,4.9118644394676636e-5,0.2552290921518727,0.776,0.822,1
2610017I09Rik,Oligo,5.007754627452502e-5,0.47140819171110926,0.448,0.421,1
Ly6g6f,Oligo,5.049366696468201e-5,0.2737554658686548,0.092,0.036,1
Nudt16l1,Oligo,5.1744271254496666e-5,0.4180091924036664,0.405,0.358,1
Arl3,Oligo,5.261002251929667e-5,0.4042040668079274,0.444,0.406,1
Nr4a1,Oligo,6.310311993230462e-5,0.3786662374408533,0.13,0.067,1
Slc39a7,Oligo,6.360510265220917e-5,0.4537960466088098,0.377,0.335,1
Rad23a,Oligo,6.526763325525693e-5,0.40960252029783606,0.304,0.234,1
Jup,Oligo,6.549680361017395e-5,0.42479420354697417,0.272,0.204,1
Depdc7,Oligo,6.636841259397256e-5,0.25199379756958384,0.082,0.03,1
Adh5,Oligo,6.738489529252457e-5,0.33748177075811636,0.601,0.607,1
Pttg1,Oligo,7.257299167692577e-5,0.39015953518030755,0.477,0.453,1
Agmo,Oligo,7.443148010985119e-5,0.27529500713362337,0.082,0.03,1
Arnt2,Oligo,7.981073831881591e-5,0.37769584741566525,0.175,0.109,1
Pqbp1,Oligo,8.050137376103488e-5,0.4143424628297374,0.288,0.223,1
Thrap3,Oligo,8.402244872880164e-5,0.4031543501073027,0.407,0.363,1
Fam171b,Oligo,8.448564701072561e-5,0.40875314355812886,0.382,0.32,1
Cwc15,Oligo,8.602137659230169e-5,0.2700848961575626,0.731,0.773,1
Cpeb1,Oligo,8.70376245880197e-5,0.32194537241004795,0.147,0.082,1
Aebp1,Oligo,1.0185896138649449e-4,0.3214895170702684,0.11,0.052,1
Cttnbp2,Oligo,1.0493595177740904e-4,0.3699287772450746,0.231,0.161,1
B3galt5,Oligo,1.1156056506758887e-4,0.36374275874281564,0.147,0.084,1
Apoa1bp,Oligo,1.260193941942363e-4,0.3381987597509508,0.537,0.526,1
Psmb5,Oligo,1.2657885897979522e-4,0.2518665882925579,0.685,0.7,1
Cope,Oligo,1.2772042066534333e-4,0.3128601450296169,0.666,0.695,1
Ctsa,Oligo,1.283502472142625e-4,0.3388016684333084,0.592,0.646,1
Emg1,Oligo,1.2934746696196528e-4,0.41515279933434923,0.321,0.262,1
Commd1,Oligo,1.3870564418379694e-4,0.33723680631679853,0.513,0.506,1
Arl6ip5,Oligo,1.430228967458853e-4,0.34378838232048525,0.523,0.506,1
Rrp1,Oligo,1.4804761838630638e-4,0.31288038461396805,0.611,0.61,1
Plin3,Oligo,1.5682876435973848e-4,0.6419346061630613,0.398,0.333,1
Vps29,Oligo,1.5742972765400075e-4,0.2801139868155773,0.619,0.642,1
Tmcc3,Oligo,1.5819882297326331e-4,0.38796232411233866,0.51,0.509,1
Psmd8,Oligo,1.6503813177170626e-4,0.3013421019374325,0.549,0.556,1
Mtap7,Oligo,1.6507913470860337e-4,0.36376097977437305,0.523,0.532,1
Smc1a,Oligo,1.6508341058641633e-4,0.43575130756369296,0.348,0.298,1
Adk,Oligo,1.6983162400714365e-4,0.4346549836387975,0.315,0.262,1
Txndc15,Oligo,1.7433261050339363e-4,0.3178248836591899,0.545,0.562,1
Slc15a4,Oligo,1.8689154885026123e-4,0.2557913390938181,0.145,0.081,1
Os9,Oligo,1.945127844750299e-4,0.3810415539516072,0.418,0.39,1
Snapin,Oligo,2.005102769518186e-4,0.3623516032844287,0.583,0.597,1
Txnip,Oligo,2.0105525625152313e-4,0.26310243523021637,0.081,0.032,1
3222401L13Rik,Oligo,2.090778505470806e-4,0.313239206185128,0.116,0.06,1
Echs1,Oligo,2.214747689835088e-4,0.38920308258843117,0.45,0.429,1
Trp53bp2,Oligo,2.3516478936435256e-4,0.4735428147648608,0.38,0.345,1
Slc1a3,Oligo,2.3777908068896793e-4,0.3956422938703179,0.249,0.184,1
Txndc9,Oligo,2.491538258258766e-4,0.36167152043482886,0.439,0.412,1
Dcdc2a,Oligo,2.5531774604513715e-4,0.28035753314253586,0.091,0.041,1
Sparc,Oligo,2.61136023949526e-4,-0.2508823339868762,0.17,0.268,1
Dnajc19,Oligo,2.6595759768313035e-4,0.27467842785527985,0.659,0.699,1
Glo1,Oligo,2.663726188120932e-4,0.33708493522336447,0.62,0.633,1
Chchd1,Oligo,2.682651425528261e-4,0.3316542589828826,0.49,0.479,1
Spg20,Oligo,2.713533711276725e-4,0.39493299200012,0.367,0.326,1
Tmeff1,Oligo,2.8074865034739805e-4,0.3510454914149055,0.595,0.633,1
Ik,Oligo,3.1771921769804926e-4,0.34567943302479565,0.409,0.369,1
Galnt6,Oligo,3.361655808970005e-4,0.4085147088945288,0.4,0.373,1
Gnai2,Oligo,3.3682009803187915e-4,0.3629482028969979,0.469,0.451,1
Vta1,Oligo,3.4218250942563407e-4,0.3693928188040907,0.474,0.463,1
Phf17,Oligo,3.430268021561018e-4,0.2741034499569901,0.107,0.054,1
Fkbp2,Oligo,3.459307622503503e-4,0.2910207930207611,0.628,0.635,1
Plekhf1,Oligo,3.47990200933228e-4,0.38114943231178844,0.233,0.17,1
Psmc3,Oligo,3.5237437050385977e-4,0.3056211379939835,0.625,0.633,1
Atp5g2,Oligo,3.585586531451535e-4,0.25683794444869523,0.744,0.796,1
Prkag1,Oligo,3.696819155826619e-4,0.35181775181728536,0.242,0.18,1
Ldhb,Oligo,3.759424135253268e-4,0.4146067074596851,0.504,0.463,1
Arhgef10,Oligo,3.788604535585617e-4,0.3900954323156136,0.455,0.442,1
Exosc8,Oligo,3.801297410999051e-4,0.33526963727909864,0.164,0.103,1
Kif3a,Oligo,4.1020265401171715e-4,0.3862938692662954,0.455,0.446,1
Mdh2,Oligo,4.152256351783215e-4,0.2557193937146538,0.68,0.73,1
Psmd13,Oligo,4.3540157517587115e-4,0.3843081505719741,0.439,0.427,1
Hsd17b12,Oligo,4.3811926688845204e-4,0.34166269752514755,0.504,0.493,1
Synm,Oligo,4.5650611169831533e-4,0.2703116289574638,0.093,0.045,1
Use1,Oligo,4.607487215057593e-4,0.3684526794843115,0.468,0.461,1
Eif3k,Oligo,4.7450566874311726e-4,0.2766482774270027,0.623,0.64,1
2310044G17Rik,Oligo,4.900412698794304e-4,0.29657595165167855,0.179,0.116,1
Anln,Oligo,4.969730201338519e-4,0.48423171583534175,0.363,0.315,1
Gpr98,Oligo,5.388272157997432e-4,0.31807086022055353,0.139,0.084,1
Ndufs3,Oligo,5.393463146416236e-4,0.3145805227063745,0.51,0.504,1
Pip4k2a,Oligo,5.395303706583122e-4,0.3610968582780161,0.389,0.346,1
Eif6,Oligo,5.478981156892506e-4,0.34174880933438656,0.501,0.493,1
Aif1l,Oligo,5.601860345815906e-4,0.3650707009099591,0.189,0.133,1
Gabarapl1,Oligo,6.140551861309676e-4,0.3909991197814724,0.476,0.468,1
Pdap1,Oligo,6.421024227216365e-4,0.3235717349791414,0.563,0.586,1
Megf10,Oligo,6.644357642067943e-4,0.2791262588948602,0.113,0.062,1
As3mt,Oligo,6.701381210262248e-4,0.3138891836141199,0.183,0.122,1
Gm17566,Oligo,6.92171794348426e-4,0.38274245501873083,0.272,0.213,1
Lamtor2,Oligo,7.009604814708461e-4,0.2867581534843471,0.515,0.513,1
Suclg1,Oligo,7.376671021188276e-4,0.3014560920298963,0.5,0.491,1
Mkln1,Oligo,7.568796403356341e-4,0.36776805906657206,0.239,0.185,1
Prdx4,Oligo,8.149385596915627e-4,0.35189014702202015,0.317,0.272,1
M6pr,Oligo,8.153374692711695e-4,0.3464195413848894,0.473,0.476,1
Cyb5r3,Oligo,8.18749321242035e-4,0.2549334185468972,0.11,0.06,1
Mettl5,Oligo,8.18862426254946e-4,0.267736937065515,0.148,0.092,1
Aldh6a1,Oligo,8.279002696507374e-4,0.312670013458797,0.198,0.14,1
Cct5,Oligo,8.287437379984672e-4,0.30803604131154394,0.628,0.676,1
2900010M23Rik,Oligo,8.572974908699e-4,0.29870009626593763,0.552,0.551,1
Nsmce1,Oligo,8.773578855447621e-4,0.36739239858973705,0.254,0.202,1
B230118H07Rik,Oligo,8.781155537304589e-4,0.31231377309022834,0.48,0.474,1
D10Wsu52e,Oligo,8.801456450187065e-4,0.3938302237501733,0.34,0.303,1
Cab39l,Oligo,8.908427421164322e-4,0.29459022071509394,0.159,0.103,1
Cttnbp2nl,Oligo,9.85542810363647e-4,0.3270921273738376,0.145,0.092,1
Abcg1,Oligo,9.962908321483458e-4,0.3741940115818211,0.234,0.18,1
Mt3,Oligo,0.0010020171417715086,0.49071228991158233,0.294,0.24,1
Hnrnpa3,Oligo,0.001029072619468992,0.40047131082447973,0.444,0.44,1
Nsfl1c,Oligo,0.0010308696840818908,0.36576835432316923,0.368,0.337,1
Tef,Oligo,0.0010335749760704534,0.29949939202291737,0.191,0.131,1
Txn2,Oligo,0.0010788222207259858,0.36451565050647416,0.44,0.431,1
Dnajb2,Oligo,0.0011121492848317034,0.39698067438702533,0.261,0.215,1
Pole4,Oligo,0.0011814841777312898,0.3601727859233302,0.191,0.137,1
Psmd6,Oligo,0.0011842965509058713,0.35044724570291463,0.402,0.373,1
Tsn,Oligo,0.0012143194707847757,0.32340624652163763,0.522,0.543,1
Fuca1,Oligo,0.0012361616155889242,0.29035179633616304,0.532,0.541,1
Arid5b,Oligo,0.0012781621305446552,0.38061264412572937,0.341,0.305,1
Tmem14a,Oligo,0.0012924883399700142,0.42684583832313827,0.331,0.298,1
Emd,Oligo,0.001332406492084012,0.3388169456720743,0.217,0.165,1
Herpud1,Oligo,0.0013665924134539942,0.3439892187274549,0.215,0.161,1
Flot1,Oligo,0.0013987697001681518,0.3226835877267631,0.202,0.148,1
Snrpd2,Oligo,0.0014667309132138668,0.3033579391287349,0.535,0.539,1
Pecr,Oligo,0.0014953425433166141,0.27164875041667347,0.109,0.062,1
Nars,Oligo,0.001501547052951118,0.38645221624772275,0.358,0.33,1
Tanc1,Oligo,0.001679427920456169,0.2837214502678781,0.105,0.06,1
Dtd1,Oligo,0.0017147840056281533,0.3803380647813187,0.354,0.326,1
Fam53b,Oligo,0.0018569249056132019,0.36631144736423416,0.353,0.318,1
Glrx3,Oligo,0.0018638431321663681,0.3176093515221412,0.437,0.427,1
Trmt112,Oligo,0.0018962112217394392,0.29939770206354765,0.371,0.331,1
Gaa,Oligo,0.0019262944058515052,0.2990575368102285,0.187,0.135,1
Mrpl23,Oligo,0.0019302339306033005,0.3572318972825195,0.439,0.438,1
Nop56,Oligo,0.0019343391880034893,0.3683531503617713,0.294,0.251,1
Aimp1,Oligo,0.0019515122078598915,0.3113207074228419,0.416,0.399,1
Dclk1,Oligo,0.001975313618898979,0.2881483369162471,0.215,0.157,1
Mt2,Oligo,0.002000795605109962,0.41485043636694796,0.244,0.189,1
Arpc3,Oligo,0.002000941902688139,0.30520530018377956,0.483,0.494,1
Scd1,Oligo,0.0020048627279419095,0.35028246010227915,0.226,0.176,1
Hnrnph2,Oligo,0.0022189062667651942,0.38202903504860863,0.409,0.401,1
Ndufv2,Oligo,0.002221430993312043,0.2617949622961604,0.613,0.657,1
Stag2,Oligo,0.0023540642858819456,0.3055847477698452,0.192,0.142,1
Itpk1,Oligo,0.002435082643160148,0.39138838735450143,0.412,0.403,1
Grhpr,Oligo,0.00259168130122054,0.3202892352955071,0.512,0.504,1
Aamp,Oligo,0.00267901699073867,0.2720609678241317,0.625,0.655,1
Rsl1d1,Oligo,0.002719969576285459,0.3487053939392455,0.343,0.311,1
Itgb4,Oligo,0.002927084913042011,0.3423325194511476,0.27,0.221,1
Gcat,Oligo,0.002974620057525239,0.34827220228680256,0.242,0.202,1
Smpd1,Oligo,0.0029810120664354707,0.3271175333360743,0.38,0.36,1
Psmb4,Oligo,0.00307298860634051,0.25625144943220035,0.592,0.62,1
Cluap1,Oligo,0.0030781394567497493,0.28750915678539535,0.132,0.086,1
Slc24a2,Oligo,0.0031788032192295677,0.25956174334976834,0.543,0.554,1
Lpin1,Oligo,0.0032557236652711722,0.2551866180036221,0.1,0.058,1
Ndufv1,Oligo,0.003349033997714433,0.30274106895005026,0.51,0.528,1
Klhl4,Oligo,0.0034283577361861324,0.32644833131662526,0.156,0.109,1
Dazap2,Oligo,0.0034805491104479454,0.31683445893394757,0.48,0.496,1
Clk1,Oligo,0.003674916341545546,0.3561737267645684,0.336,0.305,1
Mrps28,Oligo,0.003772735086514759,0.3146833371622048,0.202,0.155,1
Tomm7,Oligo,0.003978384959548178,0.31919001178936734,0.459,0.463,1
Cct8,Oligo,0.004013510159050133,0.359684747307061,0.445,0.466,1
Pnpla2,Oligo,0.004023085349666481,0.31293120879376224,0.196,0.15,1
Tbc1d5,Oligo,0.004076762201025519,0.3237007309115385,0.161,0.116,1
Imp4,Oligo,0.004339284273934441,0.3418468547031226,0.252,0.212,1
Zbtb20,Oligo,0.004348294706050833,0.3050010362379687,0.442,0.44,1
Stx4a,Oligo,0.004356833109633335,0.2843300022506692,0.508,0.526,1
Cdc42bpa,Oligo,0.004408996246398426,0.3755871275525682,0.372,0.365,1
Rpa2,Oligo,0.004419126727207786,0.294088593137773,0.142,0.097,1
Psmd12,Oligo,0.004457432806354367,0.30636971559564585,0.355,0.335,1
0610011F06Rik,Oligo,0.004486029529004673,0.29735042588907523,0.243,0.2,1
Cdk5rap2,Oligo,0.00449951515881965,0.280406806578261,0.109,0.067,1
Fam123a,Oligo,0.004550542479461371,0.25479802123523865,0.127,0.082,1
Slc38a2,Oligo,0.00483218610676274,0.36691596405277926,0.441,0.446,1
Cdc37l1,Oligo,0.00486518164815274,0.2593478457773932,0.636,0.706,1
Snrnp48,Oligo,0.004873081659580333,0.3231969629986581,0.192,0.146,1
Sec61g,Oligo,0.004876995665297566,0.26525263228053864,0.573,0.616,1
Aip,Oligo,0.004883321828618067,0.33167641344978016,0.381,0.373,1
Arfgap2,Oligo,0.004928239286149784,0.35554936230322265,0.297,0.266,1
Enpp4,Oligo,0.004969202106854633,0.35000089846061866,0.451,0.461,1
Ppid,Oligo,0.005117248535601531,0.35013670460744917,0.251,0.213,1
Ewsr1,Oligo,0.0054203753542897285,0.3565580301804896,0.332,0.305,1
Ddt,Oligo,0.005492322024026376,0.31097307128052776,0.288,0.247,1
Dnajc8,Oligo,0.005540559383428742,0.25093644378512314,0.587,0.635,1
Tm2d3,Oligo,0.005578196444229442,0.3207536820955953,0.306,0.273,1
Cct4,Oligo,0.005610634023757739,0.28191098466933506,0.457,0.464,1
Slc6a1,Oligo,0.005758411375345804,0.2744820142989398,0.196,0.15,1
Ebna1bp2,Oligo,0.005858522593214711,0.3199517052126103,0.295,0.27,1
Ilf2,Oligo,0.005860051989349381,0.3512140184721264,0.417,0.41,1
Ppp5c,Oligo,0.005874180974204218,0.329749662837575,0.302,0.27,1
Mfge8,Oligo,0.0062384540504725385,0.2796968348645845,0.095,0.056,1
Dld,Oligo,0.006301763151257738,0.3058932646233215,0.179,0.135,1
Tbcd,Oligo,0.006376962317818381,0.27318577967200286,0.115,0.075,1
Hprt,Oligo,0.006464744343081584,0.28596741886433225,0.18,0.133,1
Hnrnpm,Oligo,0.006482280651094561,0.35738162712851784,0.294,0.266,1
Gpatch8,Oligo,0.006565849599339363,0.3074605153428036,0.377,0.36,1
Haghl,Oligo,0.006754519650423821,0.308369317835411,0.431,0.433,1
Klk6,Oligo,0.006861545026888595,0.5121994967047402,0.18,0.131,1
Wbp5,Oligo,0.007047885591274761,0.29667727778077957,0.436,0.442,1
Psma1,Oligo,0.00754766129038822,0.31225072158191414,0.428,0.434,1
Galk1,Oligo,0.007635650023097393,0.3077241050523426,0.279,0.243,1
Pls3,Oligo,0.007643268454718476,0.284199109436842,0.208,0.167,1
Exoc3,Oligo,0.0076978827134129854,0.3469251792764142,0.37,0.369,1
Asna1,Oligo,0.007998077199865278,0.3051237580656806,0.361,0.348,1
Snhg5,Oligo,0.008090872611309205,0.33458878614927245,0.244,0.206,1
Slc20a2,Oligo,0.0081483507782924465,0.31121018458535393,0.221,0.182,1
Slc6a9,Oligo,0.008163783291733555,0.3135754532268833,0.362,0.341,1
Sf3a2,Oligo,0.00817611140269589,0.3080967092421974,0.148,0.109,1
Ppp1cc,Oligo,0.008372739478161325,0.3554077341424528,0.151,0.11,1
Pgrmc1,Oligo,0.008702780096054925,0.33200511816809775,0.385,0.376,1
Usp14,Oligo,0.008905961190975418,0.31895961434075243,0.187,0.148,1
1810074P20Rik,Oligo,0.00956280517204853,0.2951972560563044,0.262,0.228,1
Sqstm1,Oligo,0.009604111785681194,0.32643858620737,0.414,0.419,1
Sort1,Oligo,0.009764802376055511,0.37485412460074685,0.32,0.303,1
Ssr1,Oligo,0.00986916225232355,0.3290248728568117,0.358,0.35,1
Pcna,Oligo,0.009874819876300983,0.3394985423750837,0.352,0.339,1
Ddit3,Oligo,0.00988157520550416,0.2896894681495805,0.243,0.2,1
Sucla2,Oligo,0.009944350817132061,0.32184148612771324,0.26,0.228,1
Polr2e,Oligo,0.010455340526038788,0.30541762721402077,0.416,0.421,1
Ccdc12,Oligo,0.010770487138105926,0.28029067036076394,0.469,0.483,1
Wrap53,Oligo,0.01090048495762571,0.29270219589649094,0.267,0.23,1
Adamtsl1,Oligo,0.011076080586358823,0.29001775683314335,0.23,0.193,1
