gene,cell_type,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Kif2a,OPC,1.8551976003740086e-5,-0.36311062493358914,0.108,0.353,0.3895914960785418
Rab3gap1,OPC,1.8561653867282578e-5,-0.4010288567781506,0.091,0.314,0.3897947312129341
Jph3,OPC,1.8611983824231485e-5,-0.36689922476931036,0.066,0.255,0.3908516603088612
Grm7,OPC,1.863020403144049e-5,-0.2707403666430861,0.063,0.255,0.39123428466025023
Crip2,OPC,1.8727679486803983e-5,-0.8258327183719318,0.416,0.686,0.39328126922288364
2610002M06Rik,OPC,1.9177013874369453e-5,-0.2870288314468362,0.1,0.333,0.40271729136175854
H3f3b,OPC,1.9408107656298973e-5,0.354435157255792,0.997,1,0.4075702607822784
BC048546,OPC,1.9507450431941323e-5,-0.3938068595834878,0.009,0.098,0.4096564590707678
Lztr1,OPC,1.965854858978568e-5,-0.33703810382332006,0.1,0.333,0.41282952038549925
Tubb3,OPC,1.984566542388338e-5,-0.7605662179111452,0.462,0.686,0.416758973901551
Cyp2j9,OPC,1.9969705040654142e-5,1.0524664249603517,0.365,0.078,0.419363805853737
Nfkbil1,OPC,1.9979149497613737e-5,-0.2623090721840468,0.009,0.098,0.41956213944988846
Zfp365,OPC,2.012112570311929e-5,-0.3975891787069173,0.12,0.373,0.4225436397655051
Armcx2,OPC,2.0151656167793315e-5,-0.38320514883626844,0.091,0.314,0.4231847795236596
Timp3,OPC,2.036747289098856e-5,1.0293322621894778,0.59,0.333,0.4277169307107598
Terf2ip,OPC,2.0690392813015964e-5,-0.3608196855929258,0.083,0.294,0.43449824907333523
Tnpo3,OPC,2.0802843855634466e-5,-0.3349602813083426,0.123,0.373,0.4368597209683238
Dhrs7,OPC,2.1077228013088643e-5,1.0400321717266223,0.538,0.255,0.4426217882748615
Gstm5,OPC,2.1089912403322228e-5,0.6864865974735763,0.823,0.706,0.4428881604697668
Rangap1,OPC,2.1288047123232064e-5,-0.36600859340319114,0.248,0.608,0.44704898958787337
Dpy19l1,OPC,2.1935558190829183e-5,-0.33273195368804276,0.083,0.294,0.46064672200741286
Flrt2,OPC,2.1943558587802315e-5,-0.49983523559481646,0.097,0.314,0.4608147303438486
Rab33a,OPC,2.2216912689292394e-5,-0.48537616163275393,0.114,0.353,0.4665551664751403
Ptpn5,OPC,2.2293355362484635e-5,-0.6761458051825846,0.214,0.529,0.46816046261217736
Klhdc8b,OPC,2.276483973815781e-5,-0.2501820490750003,0.083,0.294,0.47806163450131406
Ykt6,OPC,2.295979481417855e-5,-0.4066818520925714,0.114,0.353,0.48215569109774953
Hecw2,OPC,2.316727333416575e-5,-0.3305704221832021,0.048,0.216,0.48651274001748074
Dazap1,OPC,2.3229579245210937e-5,-0.5025649684508123,0.137,0.392,0.48782116414942966
Klhl3,OPC,2.3305537260806374e-5,-0.4061779150675545,0.014,0.118,0.48941628247693386
Fbxl2,OPC,2.338206196570706e-5,-0.28243185746841737,0.074,0.275,0.4910233012798482
Ostm1,OPC,2.3625814450308842e-5,-0.30170989673111404,0.057,0.235,0.4961421034564857
Grin1,OPC,2.3903763039498324e-5,-0.2846681444006389,0.074,0.275,0.5019790238294648
Dgat1,OPC,2.4101315763968163e-5,-0.3051880946674823,0.02,0.137,0.5061276310433315
Ube2d2,OPC,2.436012214938299e-5,-0.49330104330205404,0.194,0.51,0.5115625651370428
Nrxn3,OPC,2.448256441054636e-5,-0.6010057091433967,0.279,0.588,0.5141338526214736
Fbxo7,OPC,2.448340470704625e-5,0.9338907877926771,0.51,0.196,0.5141514988479712
Caskin2,OPC,2.4960975613208362e-5,1.0839710657449104,0.399,0.098,0.5241804878773756
Cdkn1a,OPC,2.4989879451870263e-5,-0.4630896916920899,0.097,0.314,0.5247874684892755
Cox7a2l,OPC,2.5412457054617806e-5,-0.6567877391043897,0.675,0.824,0.5336615981469739
Cox7a2,OPC,2.5505865134538983e-5,-0.581479960294117,0.852,0.961,0.5356231678253186
Ppp1cb,OPC,2.635467290572443e-5,-0.5619608415936567,0.231,0.549,0.5534481310202131
Srp9,OPC,2.6999708093857373e-5,-0.6025644432347301,0.53,0.725,0.5669938699710049
Btf3,OPC,2.756691067005763e-5,0.5396668259656474,0.883,0.804,0.5789051240712102
Akap11,OPC,2.797190391375253e-5,-0.41765503153422245,0.199,0.51,0.5874099821888031
Rapgef2,OPC,2.806874465835336e-5,-0.36221114034445734,0.114,0.353,0.5894436378254206
Ap1s1,OPC,2.8338097919665742e-5,-0.6029064491085985,0.402,0.686,0.5951000563129806
2900011O08Rik,OPC,2.8663925629953345e-5,-0.47874398347838554,0.313,0.647,0.6019424382290203
1810043G02Rik,OPC,2.890478592143334e-5,-0.35163825397952725,0.12,0.373,0.6070005043501001
Nhp2,OPC,2.913234942821608e-5,-0.5493721013169042,0.376,0.745,0.6117793379925377
Prdx6,OPC,2.913986220377207e-5,0.9288188777996518,0.65,0.451,0.6119371062792135
Galntl4,OPC,2.943627776562513e-5,-0.2642528308570583,0.034,0.176,0.6181618330781278
Ddrgk1,OPC,2.9456584521860402e-5,0.9127699689118982,0.664,0.569,0.6185882749590684
Sirt7,OPC,2.947678044225425e-5,-0.430242235009854,0.085,0.294,0.6190123892873393
Cnr1,OPC,2.958396068058862e-5,-0.4237565551298262,0.097,0.314,0.621263174292361
Fbxw5,OPC,3.0260501421479653e-5,-0.35206630021030405,0.177,0.471,0.6354705298510727
Cspg5,OPC,3.026845830554716e-5,0.4968723291489181,0.949,0.882,0.6356376244164904
Faf1,OPC,3.086868397453589e-5,-0.3581583219663068,0.06,0.235,0.6482423634652537
Eef1d,OPC,3.1052172306190224e-5,0.9281231774590959,0.704,0.549,0.65209561842999475
Chordc1,OPC,3.1080868810256154e-5,-0.31493078263969737,0.12,0.373,0.6526982450153792
Psap,OPC,3.119133608671308e-5,0.5123861413999795,0.974,0.961,0.6550180578209747
Pde1a,OPC,3.13089803424632e-5,-0.43896819057015257,0.157,0.431,0.6574885871917272
Alkbh5,OPC,3.13318661081941e-5,-0.35585017511487455,0.103,0.333,0.6579691882720761
Dok5,OPC,3.2892013206438035e-5,-0.3282953179107645,0.154,0.431,0.6907322773351987
Gpr158,OPC,3.354887828499492e-5,-0.25691068705942877,0.074,0.275,0.7045264439848934
Slk,OPC,3.393889079925831e-5,-0.3391158672284931,0.06,0.235,0.7127167067844246
Specc1,OPC,3.3939508175133506e-5,-0.30488109888155973,0.077,0.275,0.7127296716778037
Arhgap20,OPC,3.408975792834367e-5,-0.3324560509175359,0.114,0.353,0.715884916495217
Cycs,OPC,3.422566241151371e-5,-0.7166082473093165,0.627,0.804,0.7187389106417879
Aig1,OPC,3.4415178154608844e-5,-0.3352220917586576,0.125,0.373,0.7227187412467857
Fam168b,OPC,3.4419201992783546e-5,-0.2956363216411758,0.111,0.353,0.7228032418484545
Bmyc,OPC,3.516966735196517e-5,-0.5851892970011576,0.419,0.706,0.7385630143912685
Olig1,OPC,3.5406328184584224e-5,0.691887865680493,0.798,0.627,0.7435328918762687
Zfp827,OPC,3.5450950527706744e-5,-0.2878144876634522,0.094,0.314,0.7444699610818416
Mtch1,OPC,3.555860269437944e-5,-0.28045957764866647,0.16,0.451,0.7467306565819681
Glrb,OPC,3.612405691859432e-5,-0.4975866466121792,0.148,0.412,0.7586051952904806
Ppm1l,OPC,3.625549981417865e-5,-0.412501334910632,0.177,0.471,0.7613654960977516
Agpat5,OPC,3.636982929601083e-5,0.8914311320196393,0.573,0.353,0.7637664152162273
Tor1a,OPC,3.658749766992401e-5,-0.3454752140242162,0.151,0.431,0.7683374510684042
4933439F18Rik,OPC,3.694872396575212e-5,-0.31622387877332037,0.043,0.196,0.7759232032807946
Enho,OPC,3.709167144156524e-5,1.034355467200211,0.425,0.137,0.77892510027287
Nelf,OPC,3.744174031413141e-5,-0.3913319567367439,0.137,0.392,0.7862765465967596
Mink1,OPC,3.763519146426791e-5,-0.4466801290948734,0.071,0.255,0.7903390207496261
Kif5b,OPC,3.802672164399421e-5,-0.5019098098652963,0.302,0.647,0.7985611545238783
Gucy1b3,OPC,3.8055235500067934e-5,-0.5138744874168774,0.188,0.471,0.7991599455014267
Tlk1,OPC,3.83618001456888e-5,-0.3028347776479137,0.094,0.314,0.8055978030594648
Cpe,OPC,3.844997110333806e-5,-0.6722269954652695,0.575,0.882,0.8074493931700992
Cxxc4,OPC,3.8461595575557625e-5,-0.2737843208544219,0.043,0.196,0.8076935070867102
Mfsd2a,OPC,3.9305509651284266e-5,0.8519343751566386,0.61,0.314,0.8254157026769696
Crmp1,OPC,3.940928611007873e-5,-0.2722918622545551,0.103,0.333,0.8275950083116533
Ank2,OPC,3.985844197206553e-5,-0.7186979845437353,0.33,0.627,0.8370272814133761
Pafah1b1,OPC,4.0105872923311566e-5,-0.5543534468885545,0.325,0.686,0.8422233313895429
Snx10,OPC,4.053365143837729e-5,-0.5467591271076357,0.268,0.588,0.851206680205923
Snhg11,OPC,4.06244004594574e-5,-1.02357311871308,0.655,0.745,0.8531124096486054
Bcl9,OPC,4.0932987123809566e-5,-0.3363286989700511,0.088,0.294,0.8595927296000009
Bend6,OPC,4.094691914320789e-5,-0.2936713932212409,0.068,0.255,0.8598853020073657
Ubr3,OPC,4.097662243078988e-5,-0.3467869934335298,0.105,0.333,0.8605090710465875
Tmem65,OPC,4.176206222452629e-5,-0.26191811005653653,0.051,0.216,0.8770033067150521
Slc25a46,OPC,4.209769210183524e-5,-0.36233722986130473,0.097,0.314,0.8840515341385401
Chrm1,OPC,4.211477440745266e-5,-0.27012408709958835,0.103,0.333,0.8844102625565058
Brwd1,OPC,4.231666596596157e-5,-0.3630188894018824,0.117,0.353,0.8886499852851929
Qars,OPC,4.270090121909895e-5,-0.352971386456518,0.117,0.353,0.8967189256010779
Ube2e2,OPC,4.290020695803262e-5,-0.458605602727748,0.214,0.529,0.900904346118685
Habp4,OPC,4.303862863010136e-5,-0.26687399502582215,0.028,0.157,0.9038112012321285
Olig2,OPC,4.32004306730262e-5,0.9378664128427002,0.53,0.235,0.9072090441335502
Apbb1,OPC,4.3485623944614774e-5,-0.7582745797889656,0.359,0.608,0.9131981028369103
Acaa1a,OPC,4.388608477519587e-5,-0.43797338107396744,0.051,0.216,0.9216077802791133
Vps4a,OPC,4.4105278131916876e-05,-0.34933111375518866,0.157,0.431,0.9262108407702544
Kcnma1,OPC,4.451746958701237e-5,-0.4363711009099194,0.145,0.412,0.9348668613272597
Stx1b,OPC,4.457339611338932e-5,-0.3067248561416879,0.182,0.49,0.9360413183811757
Tomm70a,OPC,4.5037919016734874e-5,-0.556895312627942,0.094,0.294,0.9457962993514324
Gm10076,OPC,4.5987663519579557e-5,-0.6364120455505455,0.268,0.569,0.9657409339111707
Pak7,OPC,4.6043494296749086e-5,-0.4198741788251664,0.12,0.353,0.9669133802317308
Ralbp1,OPC,4.604923963495872e-5,-0.28240517535040793,0.125,0.373,0.9670340323341331
Gpcpd1,OPC,4.669253067402231e-5,-0.4466210259762987,0.171,0.451,0.9805431441544685
Ak1,OPC,4.672576728913938e-5,-0.3006232402334562,0.134,0.392,0.981241113071927
Fam126b,OPC,4.691398586700105e-5,-0.4370143178626039,0.16,0.431,0.985193703207022
Slc4a3,OPC,4.732722755839486e-5,-0.4313346426248489,0.157,0.412,0.9938717787262921
3200002M19Rik,OPC,4.734389854773877e-5,-0.3851593792037018,0.1,0.314,0.9942218695025141
Dnajb6,OPC,4.7608314637492576e-5,-0.6396562555064138,0.593,0.784,0.9997746073873441
Dis3l2,OPC,4.796319634689607e-5,-0.273605470345274,0.028,0.157,1
Dohh,OPC,4.801472255995405e-5,-0.39141866376455436,0.214,0.549,1
Nxph1,OPC,4.836437775842198e-5,0.8524658430027856,0.704,0.431,1
Snapc3,OPC,4.850138274785175e-5,-0.30937834795589336,0.105,0.333,1
Ptgds,OPC,4.9228453157688454e-5,1.5866607106831185,0.393,0.118,1
Ccdc25,OPC,5.060991664222559e-5,-0.5262922011432241,0.162,0.431,1
Rnf14,OPC,5.085278362106207e-5,-0.46996925777665133,0.248,0.569,1
Synj1,OPC,5.113777662415478e-5,-0.44130099381396304,0.211,0.51,1
Nkiras1,OPC,5.2864945888142715e-5,-0.6473331098502773,0.328,0.588,1
Ly6h,OPC,5.297314889676672e-5,-1.0279914758821134,0.419,0.647,1
Tbl1xr1,OPC,5.31266527230156e-5,-0.4142415118135793,0.123,0.353,1
Nop16,OPC,5.364605998585345e-5,-0.3064663177976274,0.088,0.294,1
Higd1a,OPC,5.458856400049201e-5,-0.5420843185672162,0.567,0.804,1
Fnbp1l,OPC,5.4604199089188814e-5,-0.4709679755620477,0.182,0.471,1
Lin7a,OPC,5.63861315072986e-5,-0.25850657567325863,0.151,0.431,1
Dlgap2,OPC,5.7040681998557566e-5,-0.2604149284907761,0.037,0.176,1
Skp1a,OPC,5.7615133816029306e-5,-0.5700919544561551,0.601,0.784,1
Tmem178,OPC,5.843739907411366e-5,-0.3524107683654839,0.046,0.196,1
Sox8,OPC,5.86323233457527e-5,-0.6730870344139246,0.231,0.51,1
Jsrp1,OPC,5.863908327622513e-5,-0.38290354319011444,0.023,0.137,1
Nup50,OPC,5.995652495950098e-5,-0.30441673970421984,0.046,0.196,1
Epha5,OPC,6.082664523719967e-5,-0.40191451706930426,0.211,0.51,1
Cdipt,OPC,6.151899576549009e-5,-0.4189870200023347,0.256,0.588,1
Nckap1,OPC,6.155925778791445e-5,-0.4468115882281276,0.348,0.686,1
Akap6,OPC,6.28592953789538e-5,-0.33554897315832866,0.088,0.294,1
Braf,OPC,6.295813887725008e-5,-0.3665139858325011,0.125,0.373,1
Myl12b,OPC,6.331730789610955e-5,-0.6561577685470275,0.376,0.627,1
Atp6v0c,OPC,6.453270725797839e-5,-0.8314952870029089,0.994,0.961,1
Tmem132a,OPC,6.456914268726428e-5,-0.3828711004960681,0.202,0.51,1
Ephb1,OPC,6.461758720034191e-5,-0.346157331878737,0.037,0.176,1
Khdrbs3,OPC,6.464534054576524e-5,-0.47384417832433623,0.154,0.412,1
Myh10,OPC,6.552586425857625e-5,-0.3839916389800576,0.151,0.412,1
Abr,OPC,6.555288034523219e-5,-0.35376102303434476,0.185,0.471,1
Lrp11,OPC,6.570832370994466e-5,-0.4061141403922267,0.054,0.216,1
1190002H23Rik,OPC,6.746732023771292e-5,-1.0856334636585738,0.393,0.667,1
Mrp63,OPC,6.808721088766992e-5,-0.5909500967482826,0.302,0.627,1
Sar1b,OPC,6.826697299029782e-5,0.677287588805044,0.809,0.725,1
Elavl3,OPC,6.907231921981853e-5,-0.48028272429496366,0.339,0.725,1
Tubb2a,OPC,7.014186130242092e-5,-0.7143098604603648,0.843,0.863,1
Hras1,OPC,7.057786337368186e-5,-0.32749100798924774,0.054,0.216,1
Trim3,OPC,7.086484631245998e-5,-0.28038995413368006,0.08,0.275,1
Eif4b,OPC,7.225288243288673e-5,-0.3621430701162768,0.12,0.353,1
Tln2,OPC,7.284173963750707e-5,-0.38034315416681785,0.083,0.275,1
Gnaq,OPC,7.320658708079362e-5,-0.5002233354077759,0.254,0.569,1
Irak1bp1,OPC,7.399057924467431e-5,-0.4553590592651792,0.074,0.255,1
Ptprd,OPC,7.400694605643033e-5,-0.6483942607076338,0.319,0.627,1
Atp2c1,OPC,7.438703860815188e-5,-0.3369345125580016,0.131,0.373,1
Akt1s1,OPC,7.541325397664273e-5,-0.31898760024010764,0.046,0.196,1
Snx22,OPC,7.545927499976615e-5,0.9506717606564259,0.319,0.039,1
Slc39a3,OPC,7.596020391273961e-5,-0.2936632908083213,0.063,0.235,1
Xbp1,OPC,7.636182250146771e-5,-0.4438813738687074,0.074,0.255,1
Txndc15,OPC,7.695548499886434e-5,0.739309265684758,0.718,0.627,1
Dusp26,OPC,7.752059636406795e-5,-0.5855212623769723,0.177,0.431,1
Fbxo11,OPC,7.785509098318166e-5,-0.3485604793085856,0.16,0.431,1
Rab14,OPC,7.89040693440796e-5,-0.6004655379415011,0.575,0.824,1
Chchd4,OPC,8.073890804172669e-5,-0.45408345362662283,0.179,0.451,1
Tsen2,OPC,8.090820927337351e-5,-0.29443748550318577,0.12,0.353,1
Gpatch4,OPC,8.138510444321247e-5,-0.39655994736982225,0.103,0.314,1
Pou2f2,OPC,8.159848567970064e-5,-0.2614920159740143,0.017,0.118,1
Runx1t1,OPC,8.211696061580921e-5,-0.28991324563566684,0.08,0.275,1
Cyfip2,OPC,8.219652365301552e-5,-0.5702922235717471,0.282,0.569,1
Slc43a2,OPC,8.228503753118892e-5,-0.5786021138894015,0.06,0.216,1
Zmat2,OPC,8.31819192204433e-5,-0.5205087731201479,0.496,0.745,1
Lsm1,OPC,8.376236952018886e-5,-0.5970066062003168,0.285,0.608,1
Rogdi,OPC,8.419212625107403e-5,-0.48198843571678185,0.291,0.608,1
Myl4,OPC,8.54305698185668e-5,-0.5258964619672797,0.057,0.216,1
Klf6,OPC,8.595552791410441e-5,1.0234061782534132,0.641,0.49,1
Atp1a1,OPC,8.63724688127367e-5,-0.7880386037555911,0.33,0.608,1
0610007C21Rik,OPC,8.694121292816435e-5,0.6085830115641868,0.858,0.824,1
Atp6v1f,OPC,8.737244637069842e-5,-0.5137117546130354,0.758,0.843,1
Scap,OPC,8.794934640752325e-5,-0.34129604094631605,0.074,0.255,1
Crcp,OPC,8.825661250239868e-5,-0.2882669024132739,0.071,0.255,1
Thra,OPC,8.880825966886206e-5,-0.8764460805182932,0.393,0.608,1
Pla2g7,OPC,8.898079575319323e-5,0.8834152078080351,0.416,0.137,1
Hspa8,OPC,8.921039170637687e-5,0.39151007497117707,1,0.98,1
Brp44,OPC,8.97756631842637e-5,-0.7137166199984195,0.593,0.765,1
Setd3,OPC,9.159750388225128e-5,-0.38562116494942555,0.134,0.373,1
Papss1,OPC,9.209055972160607e-5,0.8625841535359309,0.652,0.51,1
Ggnbp2,OPC,9.302641992007568e-5,-0.6011989356088341,0.365,0.706,1
Ccdc72,OPC,9.49235966480939e-5,-0.5799134995471733,0.775,0.843,1
Gm10123,OPC,9.609920739828438e-5,-0.40724904299812936,0.191,0.471,1
Rsu1,OPC,9.663913054285491e-5,0.8812334838426632,0.632,0.412,1
Gabrb1,OPC,9.680228439230869e-5,-0.3772241330420455,0.151,0.412,1
Bzrap1,OPC,9.735324297878752e-5,-0.29144564172469123,0.091,0.294,1
Palm,OPC,9.926374414420305e-5,-0.3763246313683093,0.057,0.216,1
Chuk,OPC,1.0113645505592724e-4,-0.29259959418242915,0.091,0.294,1
Necap1,OPC,1.0135127127319974e-4,-0.33170980216812795,0.162,0.431,1
Atp6v0a1,OPC,1.0200489926438525e-4,-0.46227167035482986,0.16,0.412,1
Tmem184c,OPC,1.0308858792993176e-4,-0.3182895435462163,0.151,0.412,1
Psmb3,OPC,1.0312727240150954e-4,0.6894735316544676,0.84,0.627,1
Plxdc2,OPC,1.0434525038983967e-4,-0.26167531842912817,0.083,0.275,1
Caprin1,OPC,1.0518191690007025e-4,-0.2751190404155506,0.171,0.451,1
Lancl1,OPC,1.0559824528505418e-4,-0.5360766292984487,0.194,0.451,1
Ryr3,OPC,1.0774116342218702e-4,-0.27290653101881984,0.031,0.157,1
Cspg4,OPC,1.0877116672668504e-4,0.7237395694375603,0.604,0.314,1
Exoc5,OPC,1.0900806878401266e-4,-0.31511025068491105,0.105,0.314,1
Eno1,OPC,1.0992092268810317e-4,0.5506651586416367,0.954,0.882,1
Cdo1,OPC,1.1196706965145037e-4,0.5984101930365595,0.84,0.765,1
Nrip1,OPC,1.1276754649593709e-4,-0.2819522017679469,0.066,0.235,1
Tspyl2,OPC,1.1401091467197755e-4,-0.42216592842576905,0.077,0.255,1
Csnk1g3,OPC,1.1402815961476467e-4,-0.26172970913387683,0.083,0.275,1
Sumo1,OPC,1.168838693451308e-4,-0.47953401390480055,0.801,0.882,1
Lsm4,OPC,1.1814589656136434e-4,-0.5727894096956745,0.356,0.725,1
As3mt,OPC,1.1847606187234124e-4,0.9785804721655085,0.336,0.078,1
Uqcrh,OPC,1.1952238924986219e-4,-0.4609768855580052,0.866,0.941,1
Sart3,OPC,1.2049057457170279e-4,-0.26287567252531663,0.04,0.176,1
Pou3f1,OPC,1.2118739062529045e-4,1.0347226156586122,0.302,0.059,1
Lrp1,OPC,1.2136601145084223e-4,0.8110429106993122,0.721,0.627,1
B3galt1,OPC,1.2367871771591036e-4,-0.29590573006521137,0.04,0.176,1
Camk2g,OPC,1.2394775516245268e-4,-0.4201963770556174,0.168,0.431,1
Sept9,OPC,1.2431735166866623e-4,-0.32436866555548627,0.048,0.196,1
Rp9,OPC,1.2590064431054093e-4,-0.53324624139695,0.068,0.235,1
Cisd1,OPC,1.261675927975301e-4,-0.5554128645998881,0.613,0.804,1
Hmgcr,OPC,1.2906305264308808e-4,-0.43675314579722424,0.191,0.451,1
Sh3glb2,OPC,1.298693216437641e-4,-0.39122576593909364,0.228,0.529,1
Rbfox2,OPC,1.3011856330069057e-4,-0.3020153686184389,0.142,0.392,1
Mrpl3,OPC,1.3052454920909462e-4,-0.27282277141312783,0.057,0.216,1
Otub1,OPC,1.312955381885745e-4,-0.5592449649524447,0.234,0.51,1
Kcnt1,OPC,1.3379210748156977e-4,-0.36457817978458334,0.026,0.137,1
Arfgef1,OPC,1.3539939049569385e-4,-0.3280134013790531,0.103,0.314,1
Cxx1b,OPC,1.3562811209744214e-4,-0.42031050185480323,0.208,0.49,1
Trank1,OPC,1.3773009780801508e-4,-0.4306736036730792,0.068,0.235,1
Setd4,OPC,1.401248940908446e-4,-0.3858527326252222,0.026,0.137,1
Kcnb1,OPC,1.4045518261885452e-4,-0.25588422218715406,0.074,0.255,1
Foxo3,OPC,1.4045556113947763e-4,-0.26921215413857896,0.074,0.255,1
Sez6l2,OPC,1.4072518160966407e-4,-0.2999775177902485,0.168,0.431,1
Sept3,OPC,1.4085610642781791e-4,-0.46629601758373573,0.231,0.529,1
Barx2,OPC,1.419444866277297e-4,-0.30005152245539246,0.048,0.196,1
Lims2,OPC,1.470454009967047e-4,0.7409570296868813,0.735,0.588,1
Ube3a,OPC,1.4720198811286393e-4,-0.35964197762384653,0.185,0.471,1
Gnaz,OPC,1.473605557897597e-4,-0.2968785668837535,0.114,0.333,1
Gsg1l,OPC,1.4926089244059288e-4,-0.258925821118638,0.074,0.255,1
Mboat7,OPC,1.5485169938894624e-4,-0.2983128002612485,0.123,0.353,1
Cox6c,OPC,1.5693591313146384e-4,-0.4994197677598686,0.949,0.941,1
Timm17a,OPC,1.6262606118808045e-4,-0.6170187374309848,0.416,0.706,1
Srgap3,OPC,1.6332883117078155e-4,-0.32365173648559153,0.097,0.294,1
Pla2g16,OPC,1.6348204495645867e-4,0.9206158971039285,0.296,0.039,1
Marcksl1,OPC,1.68877571294236e-4,-0.647152959123271,0.333,0.627,1
Dcaf7,OPC,1.6975644408191877e-4,-0.41822880665353834,0.171,0.431,1
3632451O06Rik,OPC,1.7149292335614708e-4,0.8271777368600015,0.561,0.314,1
Kbtbd2,OPC,1.7550800865997047e-4,-0.25910314765887676,0.077,0.255,1
Prkacb,OPC,1.7598764549542462e-4,-0.38466982497474,0.199,0.471,1
Ring1,OPC,1.7689878614745203e-4,-0.5672397130082091,0.08,0.255,1
Prkcz,OPC,1.7910911452645383e-4,-0.36890160368925573,0.16,0.412,1
Klc3,OPC,1.8098009777518258e-4,0.9116602585636749,0.225,0,1
Gm16286,OPC,1.8360025435636254e-4,-0.51360769841911,0.291,0.569,1
Rexo1,OPC,1.8432301052225214e-4,-0.2796125584195162,0.108,0.314,1
Adam10,OPC,1.8434854818837192e-4,-0.4044956057017588,0.151,0.392,1
Ppp1r9a,OPC,1.8644883719755306e-4,-0.4511231402969471,0.285,0.608,1
1700020I14Rik,OPC,1.8847765553490597e-4,-0.39951767740303423,0.197,0.471,1
Mllt4,OPC,1.918293799492679e-4,-0.26534319036296644,0.077,0.255,1
Srsf11,OPC,1.9271214442399438e-4,-0.4426536747622607,0.234,0.529,1
Ahi1,OPC,1.9484071221660416e-4,-0.7964926209874807,0.405,0.667,1
Bod1,OPC,1.9541056065427203e-4,-0.3045355168845464,0.051,0.196,1
6720456B07Rik,OPC,1.9856479865981304e-4,-0.5011159055513725,0.695,0.843,1
Gng3,OPC,1.9904300550978107e-4,-0.46962397047658433,0.749,0.882,1
Ppp2r2a,OPC,2.0015702834667526e-4,-0.4756250373258206,0.276,0.588,1
Wdr77,OPC,2.0160918039395623e-4,-0.25744010005737955,0.094,0.294,1
1110008F13Rik,OPC,2.019561248775114e-4,-0.25524133309481567,0.026,0.137,1
1110032A03Rik,OPC,2.0612359146770915e-4,-0.2984263649782829,0.208,0.51,1
Gdap2,OPC,2.065732794332567e-4,-0.3751537290854602,0.043,0.176,1
Poldip2,OPC,2.0779803159545393e-4,-0.28356484593188136,0.148,0.392,1
Cyld,OPC,2.08105866654995e-4,-0.38198630656213883,0.091,0.275,1
Cul5,OPC,2.0854752512436105e-4,-0.32723043430197396,0.142,0.373,1
Pak1,OPC,2.1112570289211815e-4,-0.49120598615400546,0.236,0.51,1
Armcx5,OPC,2.1129705329021146e-4,-0.37972960624689023,0.177,0.431,1
Usf2,OPC,2.1197444648518983e-4,-0.4115159264999778,0.091,0.275,1
Ap2m1,OPC,2.1374120377019038e-4,-0.5644867416955441,0.738,0.863,1
Aes,OPC,2.1573437450710602e-4,-0.2995472393056353,0.16,0.412,1
Clic1,OPC,2.1594676385355995e-4,0.9764266777601868,0.256,0.02,1
Arpc5l,OPC,2.163681927232909e-4,-0.6284832957878852,0.47,0.686,1
Tsga10,OPC,2.1667360195213158e-4,-0.30354494107289154,0.034,0.157,1
Epc1,OPC,2.1913819453458927e-4,-0.4591398802412241,0.128,0.333,1
Tmsb10,OPC,2.19246925695164e-4,-0.7546186294932351,0.877,0.961,1
Rpp21,OPC,2.1974069189133072e-4,-0.4653965767859378,0.353,0.667,1
Ift20,OPC,2.2721052726731343e-4,-0.46923397234303343,0.462,0.804,1
Ptprf,OPC,2.2845911511632923e-4,-0.33072062983207684,0.14,0.373,1
Pja2,OPC,2.2859392817270105e-4,-0.5587220129283168,0.379,0.667,1
Sf3b2,OPC,2.2886209777093697e-4,0.5577480508783843,0.855,0.725,1
Dcaf5,OPC,2.3382995744370522e-4,-0.26761284180466915,0.06,0.216,1
Sgsm1,OPC,2.3519902816984562e-4,-0.3240016375540402,0.043,0.176,1
Hadhb,OPC,2.3629855003106658e-4,0.9913053971757662,0.533,0.333,1
Zfp787,OPC,2.3866882859022048e-4,-0.2733949211830055,0.02,0.118,1
Polr2m,OPC,2.3891977029140917e-4,-0.3277661243574601,0.06,0.216,1
Cdkl5,OPC,2.426328167118883e-4,-0.2654124434775563,0.02,0.118,1
Cldn5,OPC,2.426328167118883e-4,-0.6769809747189964,0.02,0.118,1
Pcsk2,OPC,2.443057826663485e-4,-0.5661040662510284,0.427,0.667,1
Fam70b,OPC,2.5073325238744916e-4,0.8907913725337283,0.496,0.235,1
Sep15,OPC,2.524808371876009e-4,0.3799408667319555,0.963,0.941,1
Mbnl2,OPC,2.5701738693678677e-4,-0.42887779172823093,0.296,0.627,1
Edf1,OPC,2.585657856352925e-4,-0.38099021290306156,0.689,0.882,1
Dync1li2,OPC,2.6147241487992713e-4,-0.3017630807065651,0.182,0.451,1
Abhd3,OPC,2.624090888108637e-4,0.9905225898850603,0.308,0.078,1
Actr2,OPC,2.6563309795298e-4,-0.33415492827260784,0.197,0.471,1
Nt5c3,OPC,2.6782721956956874e-4,-0.25577530038933105,0.1,0.294,1
Snx6,OPC,2.6904145394873464e-4,0.9137117942114836,0.504,0.333,1
Ube2g1,OPC,2.725138832602431e-4,-0.43526781290736316,0.103,0.294,1
